2024-06-10 19:00:08.112 -0400	START		Running main.script
2024-06-10 19:00:08.246 -0400	Log		Started the Execution of the EXataGUI Regression Scripts at 07:00 PM on 06/10/24	2	on_cmessage	Common/cLog.script
2024-06-10 19:00:08.289 -0400	setoptions		ImageUpdate = Off	2	on_variabledata	HelperUtilities/variableData.script
2024-06-10 19:00:08.292 -0400	setoptions		MouseMoveMode = 2	2	on_variabledata	HelperUtilities/variableData.script
2024-06-10 19:00:08.294 -0400	setoptions		MouseMoveSpeed = 10	2	on_variabledata	HelperUtilities/variableData.script
2024-06-10 19:00:08.296 -0400	setoptions		remoteWorkInterval = 1	2	on_variabledata	HelperUtilities/variableData.script
2024-06-10 19:00:08.405 -0400	Exception		Remote Connection Unavailable	3	function_checkscreenresolution	Common/check.script
2024-06-10 19:00:08.420 -0400	LogError		checkScreenResolution failed:remotescreensize Error - Remote Connection Unavailable	2	on_cerror	Common/cLog.script
2024-06-10 19:00:08.433 -0400	Throw		No Remote Connection - remotescreensize Error - Remote Connection Unavailable	14	function_checkscreenresolution	Common/check.script
2024-06-10 19:00:08.464 -0400	LogError		initTestCases failed: remotescreensize Error - Remote Connection Unavailable	2	on_cerror	Common/cLog.script
2024-06-10 19:00:08.478 -0400	Throw		No Remote Connection - remotescreensize Error - Remote Connection Unavailable	15	on_inittestcases	TestCases/launcher.script
2024-06-10 19:00:08.504 -0400	LogError		main script failed:remotescreensize Error - Remote Connection Unavailable	2	on_cerror	Common/cLog.script
2024-06-10 19:00:08.759 -0400	Exception		Remote Connection Unavailable	73	on_setsearchsection	Common/search.script
2024-06-10 19:00:08.796 -0400	LogError		SearchRectangle failed: screenpart Error - Remote Connection Unavailable	2	on_cerror	Common/cLog.script
2024-06-10 19:00:08.808 -0400	Throw		No Remote Connection - screenpart Error - Remote Connection Unavailable	6	on_setsearchsection	Common/search.script
2024-06-10 19:00:08.837 -0400	LogError		isImageTextFound failed: screenpart Error - Remote Connection Unavailable	2	on_cerror	Common/cLog.script
2024-06-10 19:00:08.855 -0400	Throw		No Remote Connection - screenpart Error - Remote Connection Unavailable	26	function_isimagetextfound	Common/check.script
2024-06-10 19:00:08.886 -0400	LogError		cleanUpTestCases failed: screenpart Error - Remote Connection Unavailable	2	on_cerror	Common/cLog.script
2024-06-10 19:00:08.900 -0400	Throw		No Remote Connection - screenpart Error - Remote Connection Unavailable	8	on_cleanuptestcases	TestCases/launcher.script
2024-06-10 19:00:08.921 -0400	EndTestCase		(Duration:"0.806", Errors:"7", Exceptions:"7", StartTime:"2024-06-10 19:00:08 -0400", Successes:"0", TestCase:"main.script", Warnings:"0")
2024-06-10 19:00:08.944 -0400	FAILURE		No Remote Connection: screenpart Error - Remote Connection Unavailable -- Execution Time 0:00:00 main.script
