Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2024-06-25 08:38:23.837 -0400,"Success",0:01:04,0,0,0,"20240625_083823.837/LogFile.txt","","",11
2024-06-25 09:33:26.034 -0400,"Success",0:01:33,0,0,0,"20240625_093326.034/LogFile.txt","","",11
2024-06-25 12:04:29.630 -0400,"Success",0:01:10,0,0,0,"20240625_120429.630/LogFile.txt","","",11
